,location,total_sqft,bath,price,bhk
4507,Kodichikkanahalli,450.0,1.0,18.0,1
4508,Kodichikkanahalli,907.0,2.0,38.5,2
4509,Kodichikkanahalli,1181.0,2.0,57.0,2
4510,Kodichikkanahalli,900.0,2.0,42.0,2
4512,Kodichikkanahalli,1400.0,3.0,66.0,3
4513,Kodichikkanahalli,976.0,2.0,50.0,2
4514,Kodichikkanahalli,2700.0,4.0,125.0,5
4515,Kodichikkanahalli,1299.0,2.0,58.0,2
4516,Kodigehaali,1166.0,2.0,55.0,2
4517,Kodigehaali,1320.0,3.0,65.0,3
4518,Kodigehaali,1117.0,2.0,56.0,2
4519,Kodigehaali,1200.0,2.0,55.0,2
4520,Kodigehaali,1200.0,2.0,60.0,2
4521,Kodigehaali,2120.0,3.0,177.0,3
4522,Kodigehaali,1013.0,2.0,51.0,2
4523,Kodigehaali,1324.0,3.0,65.0,3
4524,Kodigehaali,965.0,2.0,38.0,2
4525,Kodigehaali,866.0,2.0,32.0,2
4526,Kodigehaali,1442.0,3.0,80.0,3
4527,Kodigehalli,1270.0,2.0,98.0,2
4528,Kodigehalli,1200.0,2.0,48.0,2
4529,Kodigehalli,655.0,1.0,53.0,1
4530,Kodigehalli,1820.0,3.0,150.0,3
4531,Kodigehalli,635.0,1.0,28.0,2
4532,Kodigehalli,1200.0,4.0,156.0,3
4533,Kodihalli,3252.0,5.0,335.0,4
4534,Kodihalli,2700.0,4.0,270.0,3
4535,Kodihalli,2392.0,4.0,260.0,3
4536,Kodihalli,2408.0,4.0,260.0,3
4537,Kodihalli,2500.0,4.0,260.0,3
4538,Kodihalli,1620.0,3.0,130.0,3
4539,Kodihalli,3260.0,5.0,388.0,4
4540,Kodihalli,3197.0,5.0,335.0,4
4541,Kodihalli,1490.0,2.0,150.0,2
4542,Kogilu,1909.0,3.0,88.0,3
4544,Kogilu,1170.0,2.0,51.99,2
4545,Kogilu,650.0,2.0,28.0,2
4546,Kogilu,1140.0,2.0,50.66,2
4547,Kogilu,1200.0,2.0,53.33,2
4548,Kogilu,1934.0,3.0,150.0,3
4549,Kogilu,540.0,1.0,36.0,1
4550,Kogilu,1559.0,3.0,127.0,3
4551,Kogilu,1190.0,2.0,50.66,2
4552,Kogilu,1140.0,2.0,50.66,2
4553,Kogilu,1559.0,3.0,120.0,3
4554,Kogilu,700.0,1.0,30.84,1
4555,Kogilu,1250.0,2.0,55.55,2
4556,Kogilu,1200.0,2.0,53.33,2
4557,Kogilu,952.0,2.0,49.0,2
4558,Kogilu,700.0,1.0,30.84,1
4559,Kogilu,1250.0,2.0,55.55,2
4560,Kogilu,2456.0,7.0,85.0,7
4561,Kogilu,1140.0,2.0,50.66,2
4562,Kogilu,1140.0,2.0,50.66,2
4563,Konanakunte,2791.0,3.0,223.0,3
4564,Konanakunte,884.0,1.0,58.0,2
4565,Konanakunte,1200.0,4.0,125.0,4
4566,Konanakunte,1200.0,2.0,130.0,4
4567,Konanakunte,2400.0,2.0,180.0,3
4568,Konanakunte,3746.0,6.0,375.0,4
4569,Konanakunte,1423.0,2.0,85.0,3
4570,Koramangala,1320.0,2.0,165.0,2
4571,Koramangala,1253.0,2.0,102.0,2
4572,Koramangala,1580.0,3.0,160.0,3
4574,Koramangala,3500.0,5.0,425.0,4
4575,Koramangala,1005.0,1.0,110.0,2
4576,Koramangala,2292.0,4.0,275.0,3
4578,Koramangala,1290.0,2.0,100.0,2
4579,Koramangala,1300.0,2.0,110.0,2
4581,Koramangala,1325.0,2.0,119.0,2
4582,Koramangala,1140.0,2.0,75.2,2
4583,Koramangala,1260.0,2.0,100.0,2
4584,Koramangala,1975.0,3.0,210.0,3
4585,Koramangala,1900.0,2.0,200.0,2
4587,Koramangala,2292.0,3.0,286.0,3
4588,Koramangala,2300.0,3.0,290.0,3
4591,Koramangala,2503.0,6.0,325.0,4
4593,Koramangala,1320.0,2.0,150.0,2
4594,Koramangala,1320.0,2.0,110.0,2
4595,Koramangala,5985.0,4.0,775.0,4
4596,Koramangala,2461.0,6.0,353.0,4
4598,Koramangala,2246.0,3.0,300.0,3
4601,Koramangala,1083.0,2.0,100.0,2
4602,Koramangala,1744.0,3.0,200.0,3
4603,Koramangala,1180.0,2.0,128.0,2
4604,Koramangala,1320.0,2.0,160.0,2
4605,Koramangala,1370.0,2.0,125.0,2
4606,Koramangala,1100.0,2.0,85.0,2
4607,Koramangala,1249.0,2.0,165.0,2
4608,Koramangala,1200.0,2.0,100.0,2
4610,Koramangala,2223.0,3.0,300.0,3
4611,Koramangala,1744.0,4.0,210.0,3
4612,Koramangala,1866.0,4.0,245.0,3
4613,Koramangala,1320.0,2.0,160.0,2
4614,Koramangala,1350.0,2.0,103.0,2
4615,Koramangala,6000.0,4.0,625.0,4
4617,Koramangala,1320.0,2.0,160.0,2
4618,Koramangala,1710.0,3.0,210.0,3
4619,Koramangala,1355.0,2.0,95.0,2
4620,Koramangala,1600.0,3.0,170.0,3
4621,Koramangala,1260.0,2.0,100.0,2
4624,Kothannur,1206.0,2.0,48.23,2
4626,Kothannur,1100.0,2.0,40.0,2
4627,Kothannur,1197.0,2.0,47.88,2
4628,Kothannur,1197.0,2.0,47.8,2
4629,Kothannur,1070.0,2.0,42.79,2
4632,Kothannur,1070.0,2.0,38.6,2
4633,Kothannur,1485.0,2.0,59.4,3
4634,Kothannur,1215.0,2.0,48.6,3
4635,Kothannur,1404.0,2.0,56.15,3
4636,Kothanur,1200.0,2.0,51.0,2
4637,Kothanur,2400.0,2.0,150.0,3
4638,Kothanur,1828.0,3.0,110.0,3
4639,Kothanur,1186.0,2.0,58.0,2
4641,Kothanur,1847.0,3.0,105.0,3
4643,Kothanur,9600.0,5.0,550.0,5
4644,Kothanur,1435.0,3.0,70.0,3
4645,Kothanur,1187.0,2.0,58.0,2
4646,Kothanur,1847.0,3.0,110.0,3
4647,Kothanur,1460.0,3.0,71.0,3
4648,Kothanur,1185.0,2.0,59.0,2
4649,Kothanur,1436.0,3.0,70.0,3
4650,Kothanur,1462.0,3.0,71.0,3
4651,Kothanur,1790.0,3.0,105.0,3
4653,Kothanur,1070.0,2.0,45.5,2
4655,Kothanur,1145.0,2.0,56.0,2
4656,Kothanur,3401.0,5.0,230.0,4
4657,Kothanur,1455.0,2.0,69.0,2
4658,Kothanur,627.0,1.0,30.0,1
4659,Kothanur,1302.0,2.0,68.5,2
4660,Kothanur,1760.0,3.0,111.0,3
4661,Kothanur,1185.0,2.0,58.0,2
4662,Kothanur,1500.0,1.0,75.0,1
4663,Kothanur,1075.0,2.0,53.0,2
4664,Kothanur,1790.0,3.0,97.0,3
4665,Kothanur,2700.0,4.0,175.0,4
4666,Kothanur,1786.0,2.0,106.0,3
4667,Kothanur,1787.0,3.0,107.0,3
4668,Kothanur,1141.0,2.0,54.0,2
4669,Kothanur,1760.0,3.0,110.0,3
4671,Kothanur,1160.0,2.0,57.0,2
4672,Kothanur,1095.0,2.0,55.0,2
4673,Kothanur,1142.0,2.0,56.0,2
4674,Kothanur,1074.0,2.0,54.0,2
4675,Kothanur,1285.0,2.0,60.0,2
4676,Kothanur,1075.0,2.0,53.0,2
4677,Kothanur,1140.0,2.0,56.0,2
4678,Kothanur,1400.0,2.0,70.0,2
4681,Kothanur,1140.0,2.0,56.0,2
4682,Kothanur,1787.0,3.0,120.0,3
4683,Kothanur,1185.0,2.0,59.0,2
4685,Kothanur,1790.0,3.0,105.0,3
4686,Kothanur,1130.0,2.0,55.0,2
4687,Kothanur,1094.0,2.0,54.0,2
4688,Kothanur,1170.0,3.0,80.0,3
4689,Kothanur,1400.0,2.0,65.0,2
4690,Kothanur,1195.0,2.0,59.0,2
4691,Kothanur,1790.0,3.0,120.0,3
4692,Kothanur,1454.0,3.0,71.5,3
4693,Kudlu,1152.0,2.0,53.5,2
4694,Kudlu,1027.0,2.0,43.0,2
4695,Kudlu,1092.0,2.0,44.0,2
4696,Kudlu,1027.0,2.0,43.0,2
4697,Kudlu,1092.0,2.0,44.0,2
4698,Kudlu,1143.0,2.0,55.0,2
4700,Kudlu,1024.0,2.0,44.0,2
4702,Kudlu,1600.0,3.0,79.0,3
4703,Kudlu,1027.0,2.0,42.0,2
4704,Kudlu,1076.0,2.0,50.0,2
4705,Kudlu,1027.0,2.0,44.0,2
4706,Kudlu,1084.0,2.0,53.0,2
4707,Kudlu,1300.0,2.0,56.0,2
4708,Kudlu,1027.0,2.0,44.0,2
4709,Kudlu,1245.0,2.0,60.0,3
4710,Kudlu,1027.0,2.0,44.0,2
4711,Kudlu,1110.0,2.0,46.0,2
4712,Kudlu,2100.0,3.0,114.0,4
4713,Kudlu,1027.0,2.0,44.0,2
4714,Kudlu,720.0,1.0,33.0,1
4715,Kudlu,1027.0,2.0,44.0,2
4716,Kudlu,1162.0,2.0,52.0,2
4717,Kudlu,1041.0,2.0,53.0,2
4718,Kudlu Gate,1535.0,3.0,83.0,3
4719,Kudlu Gate,1535.0,3.0,85.0,3
4721,Kudlu Gate,1535.0,3.0,86.0,3
4722,Kudlu Gate,1564.0,2.0,92.0,3
4724,Kudlu Gate,1238.0,2.0,55.0,2
4725,Kudlu Gate,1707.0,2.0,99.745,3
4726,Kudlu Gate,1335.0,3.0,89.0,3
4727,Kudlu Gate,703.0,1.0,52.0,1
4728,Kudlu Gate,1535.0,3.0,86.0,3
4729,Kudlu Gate,1532.0,3.0,83.0,3
4730,Kudlu Gate,1113.0,2.0,50.0,2
4732,Kudlu Gate,1185.0,2.0,50.0,2
4736,Kudlu Gate,1215.0,2.0,45.0,2
4737,Kudlu Gate,812.0,2.0,38.25,2
4738,Kudlu Gate,1547.0,2.0,103.0,2
4739,Kudlu Gate,1336.0,2.0,86.0,2
4740,Kudlu Gate,1919.0,3.0,121.0,3
4741,Kudlu Gate,1464.0,3.0,56.0,2
4742,Kudlu Gate,1535.0,3.0,85.0,3
4743,Kudlu Gate,1850.0,3.0,120.0,3
4744,Kudlu Gate,940.0,2.0,69.57,2
4745,Kudlu Gate,1215.0,2.0,44.96,2
4746,Kudlu Gate,1164.0,2.0,75.0,2
4747,Kudlu Gate,3850.0,6.0,205.0,4
4748,Kudlu Gate,1183.0,2.0,79.54,2
4749,Kudlu Gate,1850.0,3.0,110.0,3
4751,Kudlu Gate,1183.0,2.0,79.54,2
4752,Kudlu Gate,1200.0,2.0,44.4,2
4754,Kudlu Gate,1310.0,2.0,53.0,2
4755,Kumaraswami Layout,2000.0,4.0,139.0,4
4756,Kumaraswami Layout,1000.0,2.0,48.5,2
4757,Kumaraswami Layout,1000.0,2.0,58.0,2
4758,Kumaraswami Layout,2400.0,7.0,125.0,7
4759,Kumaraswami Layout,2400.0,2.0,125.0,3
4760,Kumaraswami Layout,1310.0,2.0,70.0,3
4761,Kumaraswami Layout,850.0,1.0,78.0,1
4762,Kumaraswami Layout,3200.0,7.0,150.0,7
4763,Kumaraswami Layout,1310.0,2.0,85.0,3
4764,Kumaraswami Layout,2450.0,3.0,110.0,4
4765,Kumaraswami Layout,3100.0,7.0,145.0,7
4766,Kumaraswami Layout,1200.0,3.0,75.0,3
4767,Kumaraswami Layout,1081.0,2.0,60.0,2
4768,Kundalahalli,1724.0,3.0,125.0,3
4769,Kundalahalli,1030.0,2.0,49.0,2
4770,Kundalahalli,735.0,2.0,57.99,2
4771,Kundalahalli,1047.0,2.0,82.0,2
4772,Kundalahalli,1397.0,3.0,105.0,3
4773,Kundalahalli,1724.0,3.0,127.0,3
4774,Kundalahalli,1010.0,2.0,49.27,2
4775,Kundalahalli,1397.0,3.0,110.0,3
4776,Kundalahalli,1397.0,3.0,104.0,3
4777,Kundalahalli,1397.0,3.0,108.0,3
4778,Kundalahalli,1920.0,3.0,150.0,3
4779,Kundalahalli,1397.0,3.0,105.0,3
4781,Kundalahalli,1724.0,3.0,124.0,3
4782,Kundalahalli,1047.0,2.0,84.0,2
4783,Kundalahalli,1047.0,2.0,83.0,2
4784,Kundalahalli,7000.0,4.0,550.0,4
4786,Kundalahalli,1120.0,2.0,53.76,2
4787,Kundalahalli,1047.0,2.0,82.62,2
4788,Kundalahalli,1047.0,2.0,91.0,2
4789,Kundalahalli,1724.0,3.0,146.0,3
4790,Kundalahalli,1600.0,3.0,170.0,3
4792,Kundalahalli,1724.0,3.0,125.0,3
4793,Kundalahalli,1010.0,2.0,48.27,2
4794,Kundalahalli,1047.0,2.0,89.0,2
4795,Kundalahalli,2500.0,5.0,245.0,4
4796,Kundalahalli,1397.0,3.0,105.0,3
4798,Kundalahalli,1047.0,2.0,72.0,2
4799,Kundalahalli,1260.0,2.0,58.0,2
4800,Kundalahalli,3092.0,4.0,230.0,4
4801,Kundalahalli,1065.0,2.0,70.0,2
4802,Kundalahalli,1724.0,3.0,146.0,3
4803,Kundalahalli,1047.0,2.0,91.0,2
4804,Kundalahalli,1724.0,3.0,128.0,3
4805,Kundalahalli,1315.0,2.0,74.0,2
4806,Kundalahalli,2100.0,3.0,150.0,3
4807,Kundalahalli,1724.0,3.0,125.0,3
4808,Kundalahalli,1724.0,3.0,140.0,3
4809,Kundalahalli,1175.0,2.0,65.0,2
4811,LB Shastri Nagar,1043.0,2.0,55.0,2
4812,LB Shastri Nagar,1184.0,2.0,69.0,2
4813,LB Shastri Nagar,665.0,1.0,32.0,1
4814,LB Shastri Nagar,1250.0,2.0,48.5,2
4815,LB Shastri Nagar,1400.0,2.0,80.0,3
4816,LB Shastri Nagar,1184.0,2.0,62.0,2
4817,LB Shastri Nagar,1200.0,2.0,47.0,2
4818,LB Shastri Nagar,1200.0,2.0,75.0,2
4819,LB Shastri Nagar,1000.0,2.0,49.5,2
4820,Laggere,2800.0,5.0,125.0,5
4821,Laggere,1200.0,3.0,130.0,3
4822,Laggere,1200.0,1.0,125.0,1
4823,Laggere,1200.0,2.0,75.0,2
4824,Laggere,620.0,2.0,48.0,1
4825,Lakshminarayana Pura,1185.0,2.0,75.0,2
4826,Lakshminarayana Pura,1600.0,2.0,108.0,3
4827,Lakshminarayana Pura,1180.0,2.0,75.0,2
4828,Lakshminarayana Pura,1172.0,2.0,82.0,2
4829,Lakshminarayana Pura,1179.0,2.0,75.0,2
4830,Lakshminarayana Pura,1149.0,2.0,75.0,2
4831,Lakshminarayana Pura,1336.0,2.0,100.0,2
4832,Lakshminarayana Pura,1175.0,2.0,75.0,2
4833,Lakshminarayana Pura,1190.0,2.0,75.0,2
4834,Lakshminarayana Pura,1200.0,2.0,75.0,2
4835,Lakshminarayana Pura,1200.0,2.0,75.0,2
4836,Lakshminarayana Pura,1165.0,2.0,75.0,2
4837,Lakshminarayana Pura,1145.0,2.0,75.0,2
4838,Lakshminarayana Pura,1500.0,3.0,104.0,3
4839,Lakshminarayana Pura,1210.0,2.0,75.0,2
4840,Lakshminarayana Pura,1169.0,2.0,75.0,2
4841,Lakshminarayana Pura,1200.0,2.0,75.0,2
4842,Lakshminarayana Pura,1172.0,2.0,75.0,2
4843,Lakshminarayana Pura,1172.0,2.0,75.0,2
4844,Lakshminarayana Pura,1180.0,2.0,75.0,2
4845,Lakshminarayana Pura,1200.0,2.0,83.0,2
4846,Lakshminarayana Pura,1200.0,2.0,80.0,2
4847,Lakshminarayana Pura,1195.0,2.0,75.0,2
4848,Lakshminarayana Pura,1200.0,2.0,80.0,2
4849,Lingadheeranahalli,1521.0,3.0,95.0,3
4850,Lingadheeranahalli,1511.0,3.0,95.0,3
4851,Lingadheeranahalli,1683.0,3.0,109.0,3
4852,Lingadheeranahalli,1519.0,3.0,93.0,3
4853,Lingadheeranahalli,1521.0,3.0,94.99,3
4854,Lingadheeranahalli,1682.0,3.0,120.0,3
4855,Lingadheeranahalli,1521.0,3.0,94.71,3
4856,Lingadheeranahalli,1893.0,3.0,130.0,3
4857,Lingadheeranahalli,1705.0,3.0,110.0,3
4858,Lingadheeranahalli,2245.0,4.0,154.0,4
4859,Lingadheeranahalli,1682.0,3.0,113.0,3
4860,Lingadheeranahalli,1682.0,3.0,114.0,3
4861,Lingadheeranahalli,1506.0,3.0,95.0,3
4862,Lingadheeranahalli,1683.0,3.0,110.0,3
4863,Lingadheeranahalli,1684.0,3.0,120.0,3
4864,Lingadheeranahalli,2236.0,4.0,153.0,4
4865,Lingadheeranahalli,1894.0,4.0,114.0,3
4866,Lingadheeranahalli,2240.0,4.0,160.0,4
4867,Magadi Road,3600.0,6.0,141.0,6
4868,Magadi Road,1116.0,2.0,50.0,2
4870,Magadi Road,884.0,2.0,41.1,2
4871,Magadi Road,1005.0,2.0,55.78,2
4872,Magadi Road,1000.0,2.0,46.5,2
4873,Magadi Road,1500.0,2.0,93.0,4
4875,Magadi Road,1345.0,2.0,55.0,2
4877,Magadi Road,5000.0,6.0,360.0,5
4878,Magadi Road,1116.0,2.0,51.89,2
4879,Magadi Road,1052.0,2.0,60.0,3
4880,Magadi Road,940.0,2.0,50.0,2
4881,Magadi Road,1318.0,2.0,68.0,3
4883,Magadi Road,884.0,2.0,48.0,2
4885,Mahadevpura,1150.0,2.0,52.0,2
4886,Mahadevpura,1250.0,2.0,52.0,2
4887,Mahadevpura,1260.0,2.0,57.6,2
4888,Mahadevpura,730.0,1.0,35.0,1
4889,Mahadevpura,1434.0,2.0,67.39,3
4890,Mahadevpura,1146.0,2.0,53.8,2
4891,Mahadevpura,1532.0,2.0,62.0,2
4892,Mahadevpura,1620.0,2.0,76.0,3
4893,Mahadevpura,1136.0,2.0,64.5,2
4894,Mahadevpura,1400.0,2.0,65.8,3
4895,Mahadevpura,1137.0,2.0,53.4,2
4896,Mahadevpura,1601.0,3.0,95.0,3
4897,Mahadevpura,1450.0,3.0,75.0,3
4898,Mahadevpura,1152.0,2.0,54.0,2
4899,Mahadevpura,1212.0,2.0,56.9,2
4901,Mahadevpura,1505.0,3.0,78.0,3
4902,Mahadevpura,1500.0,2.0,70.0,3
4903,Mahadevpura,1236.0,2.0,58.0,2
4904,Mahadevpura,1236.0,2.0,58.0,2
4905,Mahadevpura,1120.0,2.0,53.0,2
4906,Mahalakshmi Layout,1575.0,5.0,158.0,4
4907,Mahalakshmi Layout,1105.0,2.0,80.0,2
4908,Mahalakshmi Layout,1200.0,3.0,160.0,4
4909,Mahalakshmi Layout,1200.0,2.0,110.0,3
4910,Mahalakshmi Layout,1876.0,3.0,150.0,3
4911,Mallasandra,1665.0,3.0,95.0,3
4912,Mallasandra,1665.0,3.0,86.58,3
4913,Mallasandra,1340.0,2.0,61.0,2
4914,Mallasandra,1325.0,2.0,70.0,2
4915,Mallasandra,1665.0,3.0,86.91,3
4916,Mallasandra,1325.0,2.0,70.0,2
4917,Mallasandra,905.0,2.0,40.0,2
4918,Mallasandra,1325.0,2.0,65.0,2
4919,Mallasandra,1325.0,2.0,73.0,2
4920,Mallasandra,1565.0,2.0,69.0,2
4921,Mallasandra,905.0,2.0,35.0,2
4923,Mallasandra,1100.0,2.0,76.3,3
4924,Malleshpalya,1140.0,2.0,46.5,2
4925,Malleshpalya,1225.0,2.0,46.86,2
4927,Malleshpalya,1052.0,2.0,50.0,2
4928,Malleshpalya,1405.0,2.0,77.0,3
4929,Malleshpalya,1065.0,2.0,50.0,2
4930,Malleshpalya,1210.0,2.0,55.0,2
4932,Malleshpalya,1060.0,2.0,40.0,2
4933,Malleshpalya,1430.0,2.0,69.5,3
4934,Malleshpalya,1421.0,2.0,90.0,2
4935,Malleshpalya,1245.0,2.0,55.0,2
4936,Malleshpalya,1200.0,2.0,46.0,2
4937,Malleshpalya,1225.0,2.0,52.0,2
4938,Malleshwaram,705.0,1.0,67.0,1
4939,Malleshwaram,12000.0,7.0,2200.0,7
4940,Malleshwaram,2500.0,5.0,325.0,4
4941,Malleshwaram,2006.0,3.0,297.0,3
4942,Malleshwaram,686.0,1.0,62.5,1
4943,Malleshwaram,2475.0,4.0,332.0,3
4944,Malleshwaram,2610.0,3.0,399.0,3
4945,Malleshwaram,2475.0,4.0,320.0,3
4946,Malleshwaram,900.0,2.0,95.0,2
4947,Malleshwaram,1420.0,2.0,158.0,2
4948,Malleshwaram,2000.0,3.0,250.0,3
4949,Malleshwaram,2215.0,3.0,275.0,3
4951,Malleshwaram,2475.0,4.0,300.0,3
4952,Malleshwaram,2345.0,2.0,293.0,3
4954,Malleshwaram,2215.0,4.0,310.0,3
4955,Malleshwaram,480.0,1.0,60.0,1
4956,Malleshwaram,1290.0,2.0,120.0,2
4957,Malleshwaram,2475.0,4.0,326.0,3
4958,Malleshwaram,2476.0,3.0,337.0,3
4959,Malleshwaram,900.0,2.0,90.0,2
4961,Malleshwaram,2050.0,4.0,270.0,3
4962,Malleshwaram,900.0,2.0,72.0,2
4963,Malleshwaram,620.0,1.0,86.8,1
4964,Malleshwaram,600.0,1.0,68.0,2
4965,Malleshwaram,2475.0,4.0,337.0,3
4966,Malleshwaram,2215.0,3.0,275.0,3
4967,Malleshwaram,2215.0,3.0,330.0,3
4969,Malleshwaram,1020.0,2.0,80.0,2
4970,Malleshwaram,600.0,1.0,90.0,2
4971,Malleshwaram,2200.0,3.0,275.0,3
4972,Malleshwaram,2475.0,4.0,326.0,3
4973,Malleshwaram,1500.0,2.0,140.0,2
4974,Malleshwaram,2475.0,4.0,340.0,3
4975,Malleshwaram,1400.0,2.0,190.0,2
4976,Malleshwaram,2475.0,4.0,300.0,3
4977,Malleshwaram,2400.0,3.0,380.0,3
4978,Malleshwaram,580.0,1.0,45.0,1
4979,Malleshwaram,1410.0,2.0,125.0,2
4982,Marathahalli,1220.0,2.0,57.0,2
4983,Marathahalli,1200.0,2.0,52.0,2
4984,Marathahalli,1200.0,2.0,60.0,2
4985,Marathahalli,1933.0,3.0,140.0,3
4986,Marathahalli,950.0,2.0,46.96,2
4987,Marathahalli,1230.0,2.0,80.0,2
4988,Marathahalli,3800.0,4.0,250.0,4
4989,Marathahalli,1019.0,2.0,49.85,2
4990,Marathahalli,1215.0,2.0,67.0,2
4991,Marathahalli,2181.0,3.0,152.0,4
4992,Marathahalli,1170.0,2.0,53.0,2
4993,Marathahalli,1019.0,2.0,49.86,2
4994,Marathahalli,1325.0,2.0,71.55,2
4995,Marathahalli,1220.0,2.0,56.5,2
4997,Marathahalli,1152.0,2.0,56.0,2
4998,Marathahalli,1610.0,3.0,90.0,3
4999,Marathahalli,1146.0,2.0,70.0,2
5001,Marathahalli,1469.0,3.0,89.0,3
5006,Marathahalli,2519.0,5.0,185.0,4
5008,Marathahalli,957.0,2.0,46.9,2
5009,Marathahalli,1583.0,3.0,105.0,3
5010,Marathahalli,2524.0,5.0,190.0,4
5014,Marathahalli,1071.0,2.0,52.25,2
5015,Marathahalli,1215.0,2.0,58.86,2
5016,Marathahalli,1102.0,2.0,53.67,2
5017,Marathahalli,1900.0,3.0,123.0,3
5018,Marathahalli,1045.0,2.0,60.0,2
5020,Marathahalli,1215.0,2.0,58.86,2
5021,Marathahalli,1365.0,2.0,73.0,2
5026,Marathahalli,1208.0,2.0,70.0,2
5027,Marathahalli,1325.0,1.0,92.0,2
5028,Marathahalli,1525.0,3.0,90.0,3
5029,Marathahalli,1937.0,3.0,140.0,3
5030,Marathahalli,1550.0,3.0,83.0,3
5031,Marathahalli,1350.0,2.0,86.0,2
5032,Marathahalli,957.0,2.0,47.0,2
5034,Marathahalli,1230.0,2.0,57.0,2
5035,Marathahalli,1200.0,2.0,58.0,2
5037,Marathahalli,607.0,1.0,35.0,1
5038,Marathahalli,1583.0,3.0,109.0,3
5039,Marathahalli,1075.0,2.0,52.43,2
5040,Marathahalli,1360.0,2.0,103.0,2
5041,Marathahalli,1220.0,2.0,58.5,2
5042,Marathahalli,950.0,2.0,45.68,2
5043,Marathahalli,615.0,1.0,44.0,1
5044,Marathahalli,1595.0,3.0,90.0,3
5045,Marathahalli,1350.0,2.0,89.0,2
5046,Marathahalli,1020.0,2.0,57.0,2
5047,Marathahalli,1600.0,3.0,88.0,2
5048,Marathahalli,780.0,1.0,55.0,1
5049,Marathahalli,1710.0,3.0,100.0,3
5051,Marathahalli,1358.0,2.0,81.0,2
5052,Marathahalli,1205.0,2.0,75.0,2
5053,Marathahalli,1730.0,3.0,110.0,3
5054,Marathahalli,1583.0,3.0,115.0,3
5055,Marathahalli,1200.0,2.0,67.0,2
5056,Marathahalli,1095.0,2.0,60.0,2
5057,Marathahalli,1060.0,2.0,48.0,2
5058,Marathahalli,1050.0,2.0,65.0,2
5059,Marathahalli,1102.0,2.0,53.67,2
5060,Marathahalli,1026.0,2.0,49.95,2
5063,Marathahalli,1220.0,2.0,59.0,2
5064,Marathahalli,881.0,2.0,48.06,2
5066,Marathahalli,1710.0,3.0,100.0,3
5067,Marathahalli,1680.0,3.0,105.0,3
5068,Marathahalli,1910.0,3.0,119.0,3
5069,Marathahalli,1602.0,2.0,104.0,2
5070,Marathahalli,700.0,1.0,38.0,1
5071,Marathahalli,1469.0,3.0,89.0,3
5073,Marathahalli,1690.0,3.0,116.0,3
5074,Marathahalli,1065.0,2.0,55.0,2
5075,Marathahalli,1693.0,3.0,125.0,3
5076,Marathahalli,1693.0,3.0,125.0,3
5077,Marathahalli,1196.0,2.0,57.9,2
5078,Marathahalli,1595.0,3.0,88.0,3
5079,Marathahalli,2122.0,3.0,125.0,3
5080,Marathahalli,1730.0,3.0,115.0,3
5083,Marathahalli,1125.0,2.0,55.0,2
5084,Marathahalli,1950.0,3.0,115.0,3
5085,Marathahalli,1250.0,2.0,68.0,2
5086,Marathahalli,1125.0,2.0,56.8,2
5087,Marathahalli,1350.0,2.0,90.0,2
5088,Marathahalli,1200.0,2.0,53.0,2
5089,Marathahalli,2500.0,5.0,175.0,4
5090,Marathahalli,957.0,2.0,47.0,2
5093,Marathahalli,1350.0,2.0,60.0,2
5094,Marathahalli,3400.0,4.0,235.0,4
5095,Marathahalli,1350.0,2.0,99.0,2
5097,Marathahalli,1285.0,2.0,55.0,2
5098,Marathahalli,2500.0,5.0,181.0,4
5099,Marathahalli,3800.0,4.0,235.0,4
5100,Marathahalli,3951.0,4.0,230.0,4
5101,Marathahalli,1125.0,2.0,54.8,2
5102,Marathahalli,1700.0,3.0,126.0,3
5104,Marathahalli,1270.0,2.0,73.0,2
5106,Marathahalli,950.0,2.0,46.7,2
5107,Marathahalli,1550.0,3.0,85.0,3
5108,Marathahalli,1019.0,2.0,49.86,2
5109,Marathahalli,1144.0,2.0,65.0,2
5110,Marathahalli,1240.0,2.0,55.0,2
5111,Marathahalli,1100.0,2.0,75.0,1
5112,Marathahalli,1156.0,2.0,52.0,2
5113,Marathahalli,2524.0,5.0,180.0,4
5114,Marathahalli,1135.0,2.0,60.0,2
5115,Marathahalli,1839.0,3.0,130.0,3
5116,Marathahalli,1170.0,2.0,85.0,2
5117,Marathahalli,1102.0,2.0,53.67,2
5118,Marathahalli,1108.0,2.0,60.0,3
5119,Marathahalli,1449.0,3.0,110.0,3
5120,Marathahalli,1360.0,2.0,101.0,2
5121,Marathahalli,1026.0,2.0,50.18,2
5124,Marathahalli,1270.0,2.0,80.0,2
5125,Marathahalli,1100.0,2.0,50.0,2
5126,Marathahalli,1196.0,2.0,57.95,2
5128,Marathahalli,1485.0,2.0,90.0,3
5129,Marathahalli,1146.0,2.0,69.0,2
5130,Margondanahalli,1090.0,2.0,58.0,2
5131,Margondanahalli,1200.0,2.0,58.5,2
5132,Margondanahalli,1200.0,2.0,67.0,2
5134,Margondanahalli,1000.0,2.0,57.0,2
5136,Margondanahalli,600.0,2.0,35.0,2
5137,Margondanahalli,1200.0,2.0,69.0,2
5138,Margondanahalli,900.0,2.0,49.0,2
5139,Margondanahalli,1140.0,2.0,60.0,2
5140,Margondanahalli,1100.0,2.0,55.0,2
5141,Margondanahalli,1152.0,1.0,66.0,2
5143,Margondanahalli,1200.0,2.0,65.0,2
5144,Margondanahalli,1050.0,2.0,58.0,2
